gene,fc(1),fc(2),fc(3),fc,pval,t,fdr
ABHD17C,-0.154809735901,-0.466852999036,-0.409872872719,-0.343845202552,0.0697975907098,-3.58402322487,0.120760288496
ABHD18,-0.246936578761,-0.260713733888,-0.110896476678,-0.206182263109,0.0497852449478,-4.312660039,0.0956071249372
ABHD3,0.288338001146,0.613009015226,0.105368777286,0.335571931219,0.152211692353,2.26074878354,0.214831015223
ABHD4,0.34702069818,0.605632369255,0.413865977145,0.455506348193,0.0277509926286,5.87722574231,0.0663944792192
ABHD5,0.165659064346,0.212368831356,0.193997975553,0.190675290418,0.00503844621169,14.0347835389,0.0316101482546
ABHD6,-0.0569675490991,0.100996585595,0.112034149986,0.0520210621607,0.441174736965,0.952987037788,0.509501674352
ABI1,0.168302315687,0.0227895484133,0.154955807661,0.115349223921,0.130985986533,2.48383693684,0.191635713315
ABI2,0.180068549273,0.147742428525,0.263158890737,0.196989956178,0.0291273910381,5.7305614828,0.0681458510511
ABI3,-0.0242819157363,-0.133786946778,-0.143475399416,-0.100514753977,0.119259634087,-2.62997572528,0.178532791337
ABL1,0.337290304169,0.0516507866719,0.342519386683,0.243820159175,0.126520950738,2.53724173666,0.186705877053
ABL2,0.0489935437269,-0.127108848443,-0.053139360894,-0.0437515552033,0.481746837935,-0.856989350012,0.549014313024
ABLIM1,0.340938542142,0.409452248632,0.49211725176,0.414169347511,0.0109529117107,9.47642742222,0.0408699318639
ABR,0.33491029109,0.186907761215,0.24874906886,0.256855707055,0.026799896364,5.98501195494,0.0649368587745
ABT1,-0.191732952929,-0.0944564484506,-0.197407291288,-0.161198897556,0.0403761249414,-4.82466722138,0.0831469331222
ABTB1,-0.109096907178,0.239750205819,0.0881034049635,0.0729189012015,0.545275618358,0.72204595693,0.608283197055
ABTB2,-0.501109465889,-0.85141206958,-0.598574531696,-0.650365355722,0.024807120272,-6.23035205372,0.0618938655666
ACAA1,-0.0362517555654,0.0727644451749,0.105591688225,0.0473681259448,0.384335385522,1.10491380172,0.454715664853
ACAA2,0.661906079313,0.781389100402,0.682947112449,0.708747430721,0.0026887682282,19.2462512947,0.0274492040446
ACACA,0.0167684398925,-0.0161038756699,-0.043039954007,-0.0141251299282,0.499866446796,-0.816787408397,0.565409659886
ACACB,0.346605113602,0.162330473019,0.0408841518279,0.183273246149,0.175297259688,2.0621906327,0.23965246852
ACAD10,0.375076492423,0.207508899314,0.242352160852,0.274979184196,0.0327799927778,5.38653363666,0.0729066810964
ACAD11,0.149016399143,0.155472980346,0.145134674663,0.149874684718,0.000404469406148,49.70789658,0.0218920838262
ACAD8,-0.313094685058,-0.341534576922,-0.371005526071,-0.341878262684,0.00238279671939,-20.4493400121,0.0267253328957
ACAD9,-0.21338122273,-0.12202533104,-0.147370270679,-0.16092560815,0.0274562080522,-5.91004188016,0.0659734476447
ACADM,-0.0771307994463,-0.115046573295,-0.117881578469,-0.103352983737,0.0157742564506,-7.86755394933,0.0488686029146
ACADS,0.119432777455,0.181395511687,0.0537612845243,0.118196524555,0.0849914852731,3.20750298503,0.13920161894
ACADSB,0.541855680377,0.584738838972,0.455627052878,0.527407190742,0.00514180882613,13.8919176762,0.031691241991
ACADVL,-0.461893106751,-0.494166134596,-0.505921215402,-0.487326818917,0.000728646034929,-37.0257837999,0.0222634729026
ACAP1,0.891890673913,1.02565380886,0.637391309368,0.851645264046,0.0174128498949,7.47885316228,0.0512214749339
ACAP2,1.12807348721,0.888125417959,0.892689897301,0.969629600822,0.00661113340118,12.2377143486,0.034536507984
ACAP3,-0.208190116436,0.0430132569093,0.0418248381978,-0.041117340443,0.671298143748,-0.492204591264,0.722605563333
ACAT1,0.00774083261456,0.0866426572985,0.0998587493648,0.0647474130926,0.153191736977,2.2514977134,0.216016248158
ACAT2,0.52482789425,0.474912532173,0.561935660602,0.520558695675,0.00233748217181,20.6473081687,0.0267253328957
ACBD3,-0.442412862957,-0.624640291628,-0.574566282168,-0.547206478917,0.00972284288462,-10.0674236777,0.0390595983651
ACBD4,-0.0895875866517,0.62019241096,0.0683643658008,0.199656396703,0.451390063182,0.927965113581,0.519545632707
ACBD5,0.00676719098563,0.045651905127,0.0766544923338,0.0430245294822,0.167135558479,2.12808865824,0.230851461323
ACBD6,-0.170398731902,-0.364588816811,-0.215290895444,-0.250092814719,0.0509134011223,-4.26078103863,0.0970474340765
ACBD7,0.965131874498,0.977123976356,0.673467234118,0.871907694991,0.0127186295831,8.78225614663,0.0439805339491
ACD,-0.34782267625,-0.275535926783,-0.198538373307,-0.27396565878,0.0238687438319,-6.35624372756,0.0604899234014
ACE2,-1.24231207285,-1.26113704938,-1.35575506883,-1.28640139702,0.000743666435391,-36.6495441265,0.0222634729026
ACIN1,-0.204496730368,-0.242625959508,-0.246502561501,-0.231208417126,0.00334342384162,-17.2509545333,0.0291337559746
ACKR2,-0.960951799509,-2.16788352559,-0.968693444006,-1.36584292303,0.076452274035,-3.40586676043,0.128965229105
ACKR3,2.13868995066,2.467743702,2.66923990942,2.42522452069,0.00404033691959,15.6845504802,0.0303289631069
ACLY,0.204161349808,0.092661203509,0.117349148197,0.138057233838,0.0550729600578,4.08312248303,0.102295753513
ACO1,0.678465464877,0.530906682773,0.647053956252,0.618808701301,0.00521817386101,13.7890982608,0.0318399494535
ACO2,-0.389060446443,-0.322834982718,-0.423089456373,-0.378328295178,0.00599855555385,-12.8533382428,0.0333894982552
ACOT13,-0.376387434648,-0.53417450836,-0.44967670899,-0.453412884,0.00995814986101,-9.94599226723,0.0394354535049
ACOT2,-0.18498210828,-0.390270765288,0.00546813195531,-0.189928247204,0.238374557233,-1.66214805106,0.307203589661
ACOT7,0.27167559207,0.16649543873,0.129197290809,0.18912277387,0.0472950300067,4.43350660862,0.092442485355
ACOT8,-0.123581084057,0.0342358366725,0.117077820414,0.00924419100972,0.907790767393,0.130961488657,0.926646657822
ACOT9,0.117964835965,0.16177511765,0.0689203357606,0.116220096458,0.0493425608731,4.33348903388,0.0950533611148
ACOX1,0.394874775701,0.178206877396,0.150789552528,0.241290401875,0.0889213772162,3.12556465421,0.14371387235
ACOX3,-0.0716927664038,-0.0301640889713,-0.147195441479,-0.0830174322847,0.136300038167,-2.42349379078,0.197397048585
ACP1,0.196082824253,-0.027325003035,-0.0840658182123,0.0282306676686,0.772663758482,0.330146443412,0.811583171075
ACP2,0.393229547792,0.26782953694,0.244432613182,0.301830565971,0.0226328198252,6.53370851161,0.0586064502764
ACP5,-0.0107122965296,-0.0679686623592,0.110399695354,0.0105729121552,0.859226179258,0.201086711702,0.884806474976
ACP6,-0.502930118477,-0.527821813517,-0.388299790403,-0.473017240799,0.00814927189297,-11.0096500802,0.0367991803613
ACSF2,0.680016099934,0.595681874276,0.559157191586,0.611618388598,0.00340623079953,17.0903624748,0.0292745733552
ACSF3,-0.0826189694412,-0.0360738253474,0.0471382722867,-0.0238515075006,0.593909896754,-0.62844973356,0.653852899918
ACSL1,-0.836531137232,-0.967577807244,-0.833855225663,-0.879321390046,0.0025097647538,-19.9234622068,0.0269463840897
ACSL3,-0.0358982189247,-0.194477735601,-0.034919948687,-0.0884319677376,0.237293307337,-1.66778392541,0.305895474604
ACSL4,-0.20716328429,-0.262645627249,-0.26741362652,-0.245740846019,0.00613549149696,-12.7077797506,0.0336397562093
ACSL5,-0.0759194798271,-0.0880558322467,0.0503110298051,-0.0378880940896,0.481985223398,-0.856450534409,0.54921823865
ACSM3,-0.283806580034,-0.327165713602,-0.348481454445,-0.319817916027,0.00352115700276,-16.8076899855,0.0293152526358
ACSS1,0.175818107475,0.135966590645,0.27630866529,0.196031121137,0.042498199916,4.69481241443,0.0860865750984
ACSS2,0.885898361469,0.803159650871,0.627531843173,0.772196618504,0.009591184201,10.1372985298,0.0388968441182
ACTA1,0.429174997896,0.233191320651,0.114297943883,0.258888087477,0.106100777338,2.82010865667,0.163541054692
ACTBL2,0.388742285636,0.357039467425,0.313003591311,0.352928448124,0.00384936829143,16.0712118134,0.0299125890221
ACTL6A,0.19946649376,0.1047411583,0.0675070824437,0.123904911501,0.0875092269559,3.15440085307,0.142037839287
ACTL8,-1.39661191569,-1.88412977561,-1.41059161491,-1.56377776874,0.0103358530151,-9.75977454922,0.0399719321919
ACTN1,-0.149572518376,-0.214544585481,-0.169411879109,-0.177842994322,0.0114833978486,-9.25122298822,0.0417697294187
ACTN2,0.426539249992,0.695342043928,0.272811588683,0.464897627534,0.0638564199527,3.7651856742,0.113660727239
ACTN3,0.270288282581,0.283927349692,0.787814485885,0.447343372719,0.119476824762,2.62708792203,0.178790678087
ACTN4,0.300367666211,0.317570825262,0.380716748676,0.33288508005,0.00534103986192,13.6283086667,0.0321246693271
ACTR10,-0.0562343469075,-0.0225447763173,-0.0988827935565,-0.0592206389271,0.11549803629,-2.68119377196,0.174332030271
ACTR1A,-0.0588482511493,0.230475232543,-0.23266075679,-0.0203445917989,0.894096492778,-0.150617185332,0.915703081341
ACTR1B,0.772728127811,0.326109311641,0.56903249652,0.555956645324,0.0499146372051,4.30662298986,0.0958157766752
ACTR2,0.0909710781793,-0.0401062623392,0.0078758847468,0.0195802335289,0.659945772723,0.511384856961,0.713127367742
ACTR3,0.180048961225,-0.0913107168965,0.0351134501692,0.041283898166,0.651038477891,0.526610398915,0.705069100601
ACTR3B,0.780515186892,1.45250979823,1.18495665746,1.13932721419,0.0281559329831,5.8329780224,0.0668021697857
ACTR5,-0.0587400243996,-0.0696086185618,-0.0262489749247,-0.0515325392954,0.0583512029033,-3.9563409212,0.106711552578
ACTR6,-0.224131478268,0.0948682161847,0.0925661187361,-0.0122323811158,0.91863344192,-0.115452502231,0.935234641311
ACTR8,-0.298835867275,-0.0503056299462,-0.2693778605,-0.20617311924,0.119266629303,-2.6298826006,0.178532791337
ACTRT1,0.534073832471,0.324445138062,0.0856686781404,0.314729216224,0.135740398533,2.42969330296,0.196876851185
ACTRT2,-0.201655079241,1.18954235278,-0.117952279752,0.289978331264,0.585687250169,0.643780299877,0.646649677857
ACVR1,-0.157078854028,0.040505960412,-0.154773216074,-0.0904487032301,0.301266155779,-1.38130293529,0.372909701666
ACVR2A,0.340531244599,0.473781063308,0.405398222202,0.406570176703,0.0088347962685,10.5683972234,0.0376589142555
ACY1,0.20879165093,0.197867444391,0.164660194452,0.190439763258,0.00482029786214,14.3512113588,0.0314782892656
ACYP1,0.41958962783,0.395433981092,0.566441597029,0.460488401984,0.0131985369549,8.61796350456,0.0448148779589
ACYP2,0.197895674978,-0.843454782487,-0.544213236934,-0.396590781481,0.328598296208,-1.28122192789,0.399989414844
ADA,0.738829153762,0.665732092523,0.564966178809,0.656509141698,0.00584229402114,13.0256326401,0.033093354091
ADAL,0.125891112284,0.445354037818,0.259606847527,0.276950665876,0.0960203300773,2.98992924184,0.151542847554
ADAM10,-0.245396526836,-0.305485436153,-0.253990819655,-0.268290927548,0.00485484225034,-14.2996899577,0.0314782892656
ADAM12,-0.307303485419,-0.23528479665,-0.197229442144,-0.246605908071,0.0167017517848,-7.64056081088,0.0501649820351
ADAM15,-0.0461450133076,-0.128531763198,-0.213480807377,-0.129385861294,0.115700574699,-2.67837649292,0.17452369137
ADAM17,-0.113459165477,-0.142845670486,-0.0624758460275,-0.10626022733,0.0455124764379,-4.52588556692,0.0900792137553
ADAM19,-0.258841287938,-0.20083567204,-0.141858109255,-0.200511689745,0.0272133055606,-5.93747652405,0.0655945030196
ADAM9,-0.284562576426,-0.299808355868,-0.261812976486,-0.282061302926,0.00152829350818,-25.5504394723,0.0245364428305
ADAMTS1,1.00872206713,1.07585619089,1.17297239111,1.08585021638,0.00192235993622,22.7748639207,0.0255259984547
ADAMTS15,0.550143677909,0.637099288122,0.52289186045,0.57004494216,0.00362979544718,16.5529008705,0.0294098259929
ADAMTS3,-1.10128179536,-0.898368383582,-0.819984083809,-0.939878087584,0.00785864562119,-11.2138468888,0.0364281334535
ADAMTS5,2.2193612492,2.07975864136,2.15493879644,2.15135289567,0.000351408549683,53.3309541365,0.0218920838262
ADAMTSL1,0.121589453638,-0.0862223037425,-0.0280896125411,0.00242584578466,0.972299288771,0.0391897601203,0.978122074146
ADAP1,0.571513792523,0.689029084554,0.454980532108,0.571841136395,0.0136742248252,8.46367119612,0.0454772070418
ADAR,-0.558030328502,-0.443348337162,-0.594728508188,-0.532035724617,0.00726333462213,-11.669602902,0.0356479337754
ADARB1,0.328745436044,0.273373943588,0.261613127392,0.287910835675,0.00512831925981,13.9103179553,0.0316714850544
ADAT1,-0.580235343415,-0.0304914443153,-0.6041709221,-0.404965903277,0.163208618042,-2.16137804859,0.22654513553
ADAT2,-0.181475172415,-0.328293143143,-0.0728760449513,-0.194214786836,0.119689384684,-2.62426882109,0.17896265174
ADAT3,-0.156141463403,-0.228364976784,-0.195507758373,-0.193338066187,0.0114603895113,-9.26066686333,0.0417697294187
ADCK1,-0.507885882621,-0.386457439326,-0.377138575068,-0.423827299005,0.00973031485892,-10.0635004716,0.0390595983651
ADCK2,0.556858925105,0.491499917867,0.650923877133,0.566427573368,0.00660670570869,12.2418553751,0.034536507984
ADCK5,-0.0589725638827,-0.115357934159,-0.0842003939673,-0.0861769640031,0.0339917597869,-5.28465131423,0.0746859707232
ADCY3,-0.333422995512,-0.547853153051,-0.443161085964,-0.441479078176,0.0191014499295,-7.13140015537,0.0537715709624
ADCY6,0.621520461631,0.541074931836,0.501590452679,0.554728615382,0.00402210917865,15.7202665261,0.0303289631069
ADCY7,-0.0901157448286,-0.0871865969864,0.00587670863262,-0.0571418777275,0.211539501423,-1.81284020229,0.278604911425
ADCY9,-0.41258563783,-0.29221565809,-0.333902759769,-0.34623468523,0.0102299598135,-9.81094619763,0.0398145813831
ADD1,0.209912150903,0.331779306876,0.307509142621,0.2830668668,0.0168730612469,7.60067907746,0.0504908597257
ADD3,0.347838179106,0.418486809135,0.384762447145,0.383695811795,0.00281521804835,18.8072586281,0.0276496527944
ADGRA3,-0.327596031579,-0.392430252203,-0.380282009962,-0.366769431248,0.00293040539027,-18.4323207226,0.0278615579487
ADGRE2,0.0467763151231,0.704445624012,-0.117139951442,0.211360662564,0.488453936932,0.84193244127,0.555014871887
ADGRG1,-0.561955345858,-0.0141815858535,-0.213738347188,-0.263291759633,0.241708405026,-1.64497731698,0.310771737655
ADGRG6,0.0625470955379,0.0148333645272,-0.0503826919561,0.00899925603638,0.809153006563,0.27495208164,0.842490489788
ADGRL2,0.880867886399,1.77392275367,1.08476849594,1.246519712,0.0439117358222,4.61347805268,0.0878590618557
ADH4,0.216683538986,0.1982726389,0.156807908354,0.190588028747,0.0085211163222,10.7637193876,0.0372643177052
ADH5,0.277407005086,0.100620676137,0.189540595449,0.189189425558,0.0656782716891,3.7071164926,0.115625295757
ADI1,0.259808528037,0.135616955258,0.222526325916,0.205983936404,0.030454985729,5.59848887467,0.0698370844256
ADIPOR1,-0.333903554239,-0.241251512741,-0.308252031196,-0.294469032725,0.00868320123438,-10.6614764482,0.037477231828
ADIPOR2,-0.329184167849,-0.347697853193,-0.402512349106,-0.359798123383,0.00372318774694,-16.3428265271,0.0296562471672
ADK,0.651562946869,0.435316641128,0.416647749571,0.501175779189,0.0218858945271,6.6480870722,0.0578358415391
ADM,0.661794579911,0.950072784262,0.737460702136,0.783109355436,0.0119254035275,9.07510903763,0.0425540343367
ADNP,0.0173234293361,-0.109447129842,0.0348722489939,-0.0190838171706,0.715460963283,-0.419749540941,0.761625053551
ADNP2,0.272663982085,0.315871553922,0.0980721919647,0.228869242657,0.0752000225437,3.43764495798,0.127434520961
ADO,0.143110026218,0.116564232454,-0.157312080737,0.0341207259782,0.756311175721,0.355340317157,0.796690710301
ADPGK,0.0167972071892,0.0395781868339,0.0442850035245,0.0335534658492,0.0584349880523,3.95323709088,0.106801356007
ADPRHL2,0.324532133166,0.336276355378,0.193100867516,0.28463645202,0.0250248161686,6.20215035139,0.0622856348549
ADRM1,-0.0569164365296,0.0427975106787,-0.0855109587986,-0.0332099615498,0.483093492228,-0.853949123106,0.550175748219
ADSL,-0.141143886242,-0.336407021616,-0.170853663552,-0.216134857137,0.0707128677178,-3.55809273098,0.121887347919
ADSS,-0.874529338372,-1.15021076195,-1.03495741041,-1.01989917024,0.00608708942711,-12.7586697462,0.0336397562093
AEBP2,-0.646156727222,-0.895704179948,-0.687838634314,-0.743233180495,0.010611933047,-9.62996394117,0.0404303708954
AEN,0.658674063957,0.408159657443,0.581551153024,0.549461624808,0.0176941897693,7.41755957966,0.0517299419853
AES,-0.315964527716,-0.0136306314098,0.135297287251,-0.0647659572914,0.673885844672,-0.4878665314,0.72488430771
AFAP1,-0.00751479128164,-0.0133724507957,0.0520288746865,0.0103805442031,0.668535213946,0.496850130593,0.720470878531
AFAP1L2,0.285619820492,0.424744173931,0.183463622374,0.297942538933,0.050909276617,4.26096764123,0.0970474340765
AFDN,-0.045826897278,-0.106776222849,-0.0257437422873,-0.0594489541382,0.134809411426,-2.4400856475,0.195772422534
AFF1,-0.280632894719,-0.342512395797,-0.2605194197,-0.294554903405,0.00694263939005,-11.9389773869,0.0350956623411
AFF3,-0.895107471449,-0.586458956922,-0.771010445115,-0.750858957828,0.0139629796208,-8.3738561596,0.0458317888692
AFF4,0.219985583522,0.110640067855,0.345826176002,0.22548394246,0.0800548123544,3.31847700551,0.13321801357
AFG3L2,0.301999667554,0.261842571923,0.374089035041,0.312643758172,0.0108520228244,9.52110532649,0.0407237363424
AFP,1.10978621105,0.254186993678,0.100398063056,0.488123755927,0.260281620026,1.55460543331,0.330685078028
AFTPH,0.156285562048,0.141237072515,0.159425405899,0.152316013487,0.00135530253729,27.1356403554,0.0237847077003
AGA,-0.860050583934,-0.739847195314,-0.703962109043,-0.767953296097,0.0037562296869,-16.2703823633,0.0297121627374
AGAP1,-0.354509571378,0.0382704705022,-0.324745175463,-0.213661425446,0.232672307047,-1.69225178434,0.300904177604
AGAP2,-0.138160232844,0.132322113042,0.0526934541175,0.0156184447719,0.863669291668,0.194617808677,0.888975109817
AGAP3,0.101664135368,0.177575616688,0.0788061689641,0.11934864034,0.0572427068992,3.99802534858,0.10510043105
AGFG1,-0.0520468692189,-0.281807422853,-0.140340955286,-0.158065082452,0.142013862861,-2.36215647892,0.203515756006
AGFG2,0.506403362379,0.317572862278,0.38327048549,0.402415570049,0.0183946171516,7.27106397488,0.0528116432143
AGGF1,-0.102970804382,0.118585893855,-0.0402275563417,-0.00820415562284,0.912350393884,-0.124434163096,0.930170524067
AGK,0.25667103189,0.38811512452,0.42443068505,0.35640561382,0.0198358360417,6.99419867717,0.0549515110012
AGL,0.491067684739,0.56507698715,0.488332554066,0.514825741985,0.00237570238544,20.4799594824,0.0267253328957
AGO1,0.0913785797731,0.270659558891,0.146547109929,0.169528416198,0.0854441216819,3.19779136408,0.139695317682
AGO2,-0.0328498892154,-0.104859767251,-0.0961073918003,-0.077939016089,0.0752796735091,-3.43560101243,0.127522717923
AGO3,0.110273234741,0.434645930091,0.40012475203,0.315014638954,0.0921141079721,3.06271786378,0.147446819438
AGPAT1,0.183333380775,0.498711104813,0.563861047603,0.415301844397,0.071560441269,3.53450917614,0.123026966298
AGPAT2,0.448460013107,0.251888862991,0.124372069443,0.274906981847,0.100208367553,2.91643276741,0.156548039875
AGPAT3,0.148845377295,0.108355785108,0.0585323940176,0.105244518807,0.0564218592119,4.0296578229,0.104006695383
AGPAT4,0.308376685433,0.292389149609,0.103297117904,0.234687650982,0.070517567481,3.56358488286,0.121686926776
AGPAT5,-0.124347545416,-0.127727979625,-0.0731612850983,-0.108412270047,0.0255028946827,-6.14147321149,0.0629075948971
AGPS,-0.175993545738,-0.164035258957,-0.168623145495,-0.169550650063,0.00042174599481,-48.6784914853,0.0218920838262
AGRN,0.22362873023,0.3416219416,0.259768417216,0.275006363015,0.015729272478,7.87906687058,0.0488228070205
AGTPBP1,-0.147686006812,-0.227876404323,-0.214430439131,-0.196664283422,0.0155261785518,-7.93166192378,0.0485102768044
AGTRAP,-0.208481665592,-0.129842764499,-0.514377091646,-0.284233840579,0.136312736685,-2.42335353138,0.197397048585
AHCTF1,-0.60171901005,-0.583704714953,-0.632454751299,-0.6059594921,0.000551150265039,-42.5780150187,0.0222482727436
AHCY,0.16564608846,-0.0680630306368,0.0378387556952,0.045140604506,0.572844191178,0.668109062787,0.634365034435
AHCYL1,-0.379088272216,-0.352682467141,-0.434427461823,-0.388732733727,0.00381693059261,-16.1397513238,0.0298851908005
AHCYL2,0.369119824473,0.44970391352,0.378270425632,0.399031387875,0.00405061850686,15.6645106093,0.0303289631069
AHDC1,0.255871353222,0.189397374581,0.289257238527,0.244841988776,0.0140669170148,8.34220137895,0.0459562398514
AHI1,0.0972826396856,0.117025379867,0.170602559707,0.12830352642,0.0279299887968,5.85754991038,0.0665104109443
AHNAK,0.146133458753,0.181154471168,0.211313244199,0.179533724707,0.0108258024562,9.53281839469,0.0406418483922
AHNAK2,-0.396876771968,-0.258374414065,-0.365760830182,-0.340337338738,0.0148583213848,-8.11209566021,0.0472996537009
AHR,-0.00252289871626,0.309144342795,0.227622504444,0.178081316174,0.196571846929,1.90832334008,0.26244614072
AHSA1,0.219141117716,0.211498142207,0.140418146078,0.190352468667,0.0168997604527,7.59451758252,0.0505049905321
AHSG,0.505615186299,0.234855351188,0.0586681378952,0.266379558461,0.176948808148,2.04936159429,0.241517216498
AIDA,-0.502414513788,-0.895946917279,-0.490816789784,-0.629726073617,0.0419179413594,-4.7293590691,0.0853435475089
AIF1L,-0.201578970197,-0.294130194855,-0.226019121624,-0.240576095559,0.012990990593,-8.687904982,0.0444403765175
AIFM1,-0.278412810791,-0.329078827639,-0.340577540928,-0.316023059786,0.00363136001216,-16.5493150905,0.0294098259929
AIFM2,-0.738378727412,-0.710340587826,-0.768543996573,-0.739087770603,0.000516630708764,-43.9786165239,0.0220414880638
AIG1,0.285337570519,0.405080290698,0.226094944488,0.305504268568,0.0284325866756,5.80328549343,0.067235389889
