uniprot	fh_ko	fh_ko	fh_ko	fh_wt	fh_wt	fh_wt
A1A4S6	2.4485164146867917	2.3905285888574395	2.3808021171029674	2.512055065478431	2.3913965306549767	2.299272718114666
A2RRP1	-0.5836486174269538	-0.2640915517828165	-0.349926403658076	-0.34539713527657734	-0.3220861651370602	-0.2035293946050763
A5YKK6	2.0252429397289013	2.1186871791279933	2.0939023041757423	2.0528784248635055	2.023191876512452	1.9475734563549203
A6NI15	0.03656366789927366	0.11217696034306678	0.014105217214275434	0.40714502181399376	0.17386862601901648	0.06120392338436388
A6NM62	-1.0364427412674397	-1.221333947205146	-0.9207818964440923	-0.822064921994992	-1.1899707714145091	-1.242173248199964
A8K2U0	-0.4124285722508828	-0.5899659836404868	-0.584515369232704	-0.6997584947936325	-0.573513635851746	-0.7672036943934355
O00151	0.29635786813589154	0.29600097966349254	0.2531167490880543	-2.477254041489041	-3.191444925417659	-1.510252187128839
O00159	-1.3348194845109336	-1.3953280120931923	-1.1872144549453016	-1.5204991213044996	-1.2492999566713918	-1.150350971675635
O00231	-0.5598258771251078	-0.42224296214352663	-0.3945925835808339	-0.642010413472621	-0.4386726379233692	-0.36683250891221536
O00232	-0.8409900380272319	-0.7402709804035076	-0.5625782971242771	-3.666865815533593	-0.36323124946483315	-0.3414647057886664
O00233	-0.6099804436149643	-0.6000888658155167	-0.46857766367648973	-0.38558356611575384	-0.549907084023692	-0.59637928627656
O00244	0.008137213295904638	0.058107270349796736	-0.048122931852083384	0.09900135664781953	0.23692834236984867	0.23097166970224806
O00264	-0.2707749100969594	-0.9069784933360533	-0.3682462181486655	-0.9555964081211901	-0.3243992917257341	-0.7919517903716952
O00299	0.9945925375566868	0.9997119098065856	0.9508178660147872	0.9653345860398513	0.8625992405553276	1.131992017957307
O00303	0.033105190391326686	-0.26954679217080907	0.004858864825326714	-0.30464169761129484	0.026014248531753888	0.017242603665838806
O00410	-0.5582444441801474	-0.46095427525756044	-0.2410731159652392	-0.5487979312808045	-0.7021255880245119	-0.32139613323514626
O00429	-1.2642794846371603	-1.0394543808051229	-0.9639983377078307	-0.5127189705508971	-1.07731490264948	-0.6304982406775342
O00459	0.47097153994311475	0.6357432039195833	0.4529618887389572	0.7410485504183206	0.9293404757901415	0.6380875840626197
O00472	1.4390907821017886	1.3657456219842106	1.365802683950046	1.5685515085262898	1.5387809476020808	1.4619963843315251
O00487	-0.4452252537034035	-0.5442908793170291	-0.5718527618851427	-0.3380896614317312	-0.31230450037254814	-0.30521128012341625
O00499	-0.37992885325157566	-0.286536870700851	-0.4213732308486971	-0.5465220267406845	-0.3101575200192936	-0.3630802087962748
O00541	-1.8316052767905162	-2.3333497240762577	-2.3755489269682495	-1.7543825305448435	-1.8401483614491627	-1.3845197517119634
O00571	-0.012185025214316629	0.016970474266159892	-0.06256685843281307	0.09261612531915257	-0.010594195898226695	0.016247393354469786
O00592	0.3619371399583819	0.08912362165690185	-0.07976076851206654	-0.056102650812916446	0.11914997741471742	0.03581685466542084
O00622	-0.6868411770361667	-0.8510462016251675	-0.5709075839146531	-0.9821594835852981	-1.0035475532532248	-0.7988274468636561
O00625	-0.06110363578721222	0.052786704461642686	-0.2153064117811722	0.21798699202328248	0.11611356895926582	0.18394747973713235
O00629	-1.3318932677758284	-0.641527587711711	-0.7463602091798063	-0.7749203951905964	-1.2679897828713844	-1.2828597362144456
O00764	-0.2763358826270235	-0.3562861199215786	-0.323600544791821	-0.008842222102473749	-0.3640249016166694	-0.07304855175897482
O14579	-0.42537721834802894	-0.3042207588533498	-0.3115348940063904	-0.15393087492761964	-0.257835888725779	-0.3092120341135046
O14656	-1.7943713811660733	-1.5863400237478853	-1.7908329740370699	-2.2002392800182315	-2.2271095196430375	
O14681	0.2742402141767321	0.27278503564634704	0.13136262049277633	0.2578773497477455	0.43150441897294134	0.6036665133897868
O14737	-0.16790104183006926	-0.3395899836272692	-0.1442725705609545	-0.04575916782541406	-0.0098637740573532	-0.054341860533089384
O14744	-0.40803309693901474	-0.44475219760124163	-0.6179917728122157	-0.09116796013271318	-0.133941845718047	-0.08595028155253673
O14745	-0.4931787362415181	-0.5708548617850233	-0.48091936990902895	-0.28378057470715623	-0.33992068753546056	-0.4203938420287262
O14818	-0.13726503217954222	-0.48191341588417175	-0.3794066531515771	0.10660916906915407	0.12253701481372485	0.18829886598798554
O14880	-1.5902645997875802	-2.7454133305609587	-1.4960799979783093	-2.2130192887431455	-1.1679756161551975	-1.370301292120258
O14907	-0.4136061196441777	-0.3122828494066928	-0.40010574736063254	-0.2826532385482887	-0.6916449489560208	-0.7534089108007549
