,fc,pval,t,fdr
AIMP2,-0.140533088809,0.228200999296,-1.42158902087,0.451481222327
AK1,-0.581885873956,0.000623871945801,-9.73362316554,0.0212014559183
AK2,-0.165187653404,0.256275874045,-1.32340135065,0.483564245627
AKAP12,0.396949403225,0.00279924755977,6.55610127514,0.0370206794391
AKAP2,0.450827510841,0.212825717567,1.48059160005,0.432127459734
AKR1A1,0.102390289992,0.157202477643,1.73801438011,0.366889089317
AKR1B1,-0.130871783087,0.282399738379,-1.24104460079,0.512438585835
ALB,0.0705813608284,0.440477582064,0.85553062751,0.664239279818
ALDH18A1,0.462344083802,0.0319004545329,3.23247933146,0.140209183396
ALDH1A1,0.5350571183,0.000531594326586,10.1446527656,0.0211854338443
ALDH1B1,-0.0360713944418,0.279799095563,-1.24890770873,0.510242325821
ALDH1L1,0.541100432038,0.00751011215327,4.99629254079,0.0615913108436
ALDH2,0.0749310026804,0.389203655619,0.964972618576,0.617676720484
ALDH7A1,0.187098218316,0.150932415231,1.77287664822,0.357369008967
ALDH8A1,0.36829925483,0.0740011734595,2.40441578362,0.230392540594
ALDH9A1,-0.0643032906313,0.647983425198,-0.492795222909,0.807346223779
ALDOA,-0.0325691865743,0.620888826855,-0.535187199409,0.797695831987
ALDOC,0.057680543777,0.601866505785,0.565629518727,0.784553753262
AMOT,-0.0206850489141,0.89234301692,-0.144163458418,0.94650256419
AMPD2,-0.0496707159981,0.684429260614,-0.437357337871,0.830634872573
ANGPTL1,-0.662651271786,0.000390153976207,-10.9856142872,0.0184756786152
ANKRD20A8P,-0.00386268533184,0.961994574615,-0.0507010346673,0.979339830468
ANKRD23,-0.195000975243,0.276315300137,-1.25955109986,0.507389376659
ANKRD42,0.194167436509,0.339463280539,1.08367172604,0.569040058562
ANP32A,-0.124612078307,0.804936778364,-0.26384205855,0.903169309013
ANP32B,0.27388618907,0.0572576956021,2.64537575994,0.195021571099
ANP32E,-0.45997537252,0.0474247632465,-2.82834175289,0.175947181899
ANXA1,0.255522209202,0.00368363061631,6.08660904254,0.043260557958
ANXA11,-0.218883880542,0.479579739946,-0.77883559841,0.69021868455
ANXA2,0.109024871153,0.17523165631,1.64540483856,0.387954452781
ANXA3,0.112752796977,0.0523583160984,2.73156722532,0.184650139749
ANXA4,-0.52922547861,0.000213850689739,-12.8130324389,0.0149491815494
ANXA5,0.191367377731,0.0325845137579,3.21014214075,0.141370646412
ANXA7,-0.310214146159,0.191213546249,-1.57127973238,0.40244564681
AP2A1,0.210526083558,0.33347611619,1.09898736321,0.562693032836
AP2A2,0.145444290033,0.447702460975,0.840963819178,0.666816545513
AP3S1,0.196205549885,0.0589266012165,2.61794014539,0.198855873941
APC,0.459216251158,0.0274520378498,3.39307384742,0.129958239356
APEX1,-0.0899398436576,0.445559629596,-0.845264358627,0.666816545513
API5,0.338435340934,0.109308189101,2.0530738002,0.297528704161
APMAP,0.126738366381,0.0317258320171,3.23827206529,0.139860424628
APOA1,0.247924022358,0.226030678698,1.42967142428,0.449611160337
APOL2,-0.0442130106819,0.608373317552,-0.555149365654,0.790245603021
APRT,0.729436244323,0.230752996005,1.4121828381,0.454691809577
ARCN1,-0.0286186963478,0.507742232509,-0.726543565081,0.716697689734
ARF4,0.310146449913,0.0378442862612,3.05496075568,0.154970036025
ARFGAP3,-0.889957921104,0.0122638699358,-4.33886582876,0.0812656448988
ARGLU1,-0.48801656668,0.0458946820522,-2.86075105829,0.174525390756
ARHGAP1,-0.410999603737,0.0498554084765,-2.77927602113,0.180710468256
ARHGAP10,0.0130723925462,0.846039340135,0.207111116697,0.922723440801
ARHGAP26,-0.158043020889,0.434646829324,-0.867427986441,0.660671799664
ARHGDIA,-0.0113180328306,0.843448530471,-0.21066050843,0.921266698461
ARHGDIB,0.0524452306043,0.619464672256,0.53744606612,0.797695831987
ARHGEF2,-0.157749676273,0.473349853454,-0.790717996124,0.686637929714
ARL1,0.65187658128,0.317470472242,1.14119503153,0.54893598734
ARPC1B,-0.307240360538,0.0418685169685,-2.95241975222,0.165668417547
ARPC2,-0.227597508691,0.104247898785,-2.09493430992,0.29039073134
ARPC4,-0.14600596562,0.0232616911166,-3.57546846477,0.118983144805
ARPC5L,-0.0848747440681,0.419008791955,-0.899993080695,0.64816112391
ASAH1,-0.201100147005,0.11759677393,-1.98891244192,0.306628888329
ASNA1,-0.203570132099,0.0183808695569,-3.84499996121,0.103139226168
ASNS,-0.25651752396,0.0900187369455,-2.22591220298,0.259621818931
ASPH,-0.185031147225,0.336653330931,-1.09082910564,0.566751249779
ASPSCR1,0.309792155692,0.485770230905,0.767145401685,0.696218793741
ASS1,0.225508888996,0.27696786866,1.25754769854,0.507389376659
ATG5,-0.133716710915,0.253127060764,-1.33387224816,0.47885376959
ATIC,-0.20604963387,0.0113885539488,-4.43378838728,0.0777599869621
ATOX1,-0.185096186193,0.0322313976787,-3.221602937,0.141240871022
ATP13A1,-0.0604128895018,0.185672301226,-1.59622834909,0.397666684282
ATP1A1,0.0346859084405,0.841380935672,0.213495452631,0.921064290505
ATP2B2,0.09892877436,0.166066140567,1.69116373381,0.372760083107
ATP5A1,0.231299410785,0.0850258405352,2.27744566421,0.247654630765
ATP5B,0.309718523605,0.0096388704578,4.65313167491,0.0711048333269
ATP5C1,0.126034763368,0.314507075797,1.14922329287,0.546289778464
ATP5D,0.0164593218383,0.835125178445,0.222085969092,0.91626589085
ATP5F1,0.198124099084,0.557394817174,0.639313913595,0.751382545098
ATP5H,0.638535807452,0.0491763181048,2.79270024907,0.179174074923
ATP5J,0.330507485038,0.290589652049,1.2167242916,0.523348465265
ATP5O,0.207078726021,0.0202824977208,3.73081400147,0.109721326976
ATP6V1A,-0.0509622536751,0.600307174681,-0.568151718793,0.784031078676
ATP6V1B2,-0.292891415577,0.00034002227056,-11.3802851574,0.0183032975094
ATP6V1E1,-0.111892369672,0.0705424143456,-2.44872038808,0.223092060272
ATP6V1G1,0.413809507276,0.45381995345,0.82877629909,0.67022906606
ATP8B4,0.0147561601346,0.928884936143,0.0949982730904,0.968725875879
ATPIF1,-0.369834988726,0.165241950957,-1.69540765467,0.372760083107
ATXN10,-0.0322351581016,0.542483396061,-0.66490899679,0.742878381919
AVIL,-0.117352594084,0.592319668249,-0.581137726688,0.78194718794
BAG3,0.464479530411,0.00222449104674,6.97267407789,0.0331433265891
BANF1,0.190130674174,0.014816043123,4.10304987413,0.0920430660426
BASP1,0.551961805794,0.00193658642235,7.23490312152,0.0324987129702
BAX,0.396755072006,0.00546464412367,5.46155058531,0.0550492082792
BAZ1A,0.429924307576,0.0328055402888,3.2030427298,0.141370646412
BAZ2A,-0.304734897643,0.0232528563264,-3.57589339764,0.118983144805
BCAP29,0.0332571458581,0.940319813144,0.0796787941366,0.972105271616
BCAP31,-0.0755836254775,0.724295511494,-0.37849309739,0.856781475321
BCAR3,-0.26372433094,0.303609714838,-1.1793612506,0.538283890559
BCCIP,-0.133803030862,0.644080985029,-0.498835163531,0.80674990275
BCLAF1,-0.0661722531942,0.433275999908,-0.870243905214,0.660671799664
BCORL1,0.423202398556,0.00330024179017,6.27100213555,0.0403729578997
BIN1,0.0483719026665,0.598104774822,0.571721216023,0.783384691231
BLMH,-0.33995032208,0.00209547312485,-7.08467500932,0.0331433265891
BLVRA,-0.125468813245,0.193660914349,-1.5604971606,0.404028230408
BLVRB,-0.138577405388,0.111703753483,-2.03399535855,0.300034387415
BMS1,-0.0759917092255,0.718050178367,-0.387605003368,0.856781475321
BPIFB6,0.163555340618,0.0339986170969,3.16567003603,0.143832766277
BPNT1,-0.301346947009,0.0324306881775,-3.21511663702,0.141370646412
BRD7,0.147526415652,0.479170128167,0.779613190186,0.69021868455
BSN,-0.450540417766,0.0136940687796,-4.2001580866,0.0877855588141
BTF3,0.0103527458683,0.889617686678,0.147845842281,0.945097615848
BTF3L4,0.320947010176,0.219692236733,1.4537289086,0.440584977492
BTG3,0.251640038575,0.0637515724428,2.54338149782,0.209837014229
BUB3,-0.307302752393,0.232104073398,-1.40724490941,0.45590785104
BZW1,0.209676120598,0.0666088522503,2.50221307184,0.216331405096
C12orf29,0.0454659654288,0.67662404988,0.449089545705,0.825672572921
C12orf57,0.165048980285,0.418215673127,0.901671219614,0.64816112391
C14orf166,-0.18301063963,0.129232890794,-1.90672440268,0.323729927373
C19orf68,-0.128943726406,0.557096078391,-0.639822005448,0.751382545098
C1QBP,0.0519727670669,0.517484160283,0.708959490483,0.725200153193
C1orf168,-0.38760059418,0.269218341,-1.28163690531,0.500903072988
C21orf33,0.545324217066,0.00806956914342,4.89558341901,0.0641641258924
C2CD2,-0.0513574518237,0.589224795342,-0.586199743002,0.779965734501
C8orf59,-0.344397289751,0.00522558263318,-5.52968356522,0.0532719118438
CABP7,0.0715068035853,0.460070073626,0.816458708493,0.67171066391
CACYBP,-0.288598829713,0.0788476387452,-2.34613498685,0.236704158851
CAD,0.139154858879,0.629587185039,0.52145893263,0.801590622409
CALD1,0.587978270634,0.00125336369402,8.1159082452,0.0272647297629
CALR,-0.0791308706552,0.512819917037,-0.717347745855,0.721192919065
CALU,-0.0384505691098,0.178490150702,-1.62973706883,0.388937196843
CAMK2B,0.401190223713,0.0159720664809,4.01184824308,0.0951996370682
CAMK2D,0.219110222879,0.000874950034028,8.91555592293,0.0247005124991
CAND1,-0.0448630629298,0.860923947584,-0.186779949986,0.931064190738
CANX,-0.12345698541,0.626780715778,-0.525875586197,0.799447144683
CAP1,-0.0520276293847,0.640717811404,-0.504057690585,0.803968042616
CAPG,-0.0490721392319,0.0159539255444,-4.01321742527,0.0951996370682
CAPN1,0.135505205888,0.0787333353101,2.34746241104,0.236704158851
CAPN2,-0.783335316267,0.00135834943572,-7.94612729171,0.0273158489265
CAPNS1,-0.423946524989,0.00231483578024,-6.89891033631,0.0331553851223
CAPRIN1,-0.0445016676585,0.635559421663,-0.512099513909,0.803968042616
CAPZA1,-0.0697212064143,0.00903805048413,-4.73987196389,0.0691034276599
CAPZA2,-0.0103376628006,0.937988540046,-0.0827999973908,0.972105271616
CAPZB,-0.10513595742,0.631102393353,-0.519079333836,0.802343930636
CARHSP1,0.0231543060361,0.742840008414,0.351654931325,0.87030257969
CASP3,0.0603780479307,0.458361717857,0.819812276703,0.67171066391
CASP6,0.0280433804024,0.728212987917,0.372796869125,0.8600294982
CASP8,0.0397182466613,0.917116762848,0.110793408086,0.963727564682
CASQ2,-0.157375198404,0.187669348073,-1.58714940408,0.399852834501
CAST,-0.180681920421,0.333003597101,-1.10020668314,0.562542325138
CAT,0.0957210411594,0.363567534135,1.02436485191,0.597667570112
CBR1,0.120108720191,0.0121367405619,4.35213462128,0.0812656448988
CBX3,0.0381412757783,0.442334591653,0.851768259462,0.665714161351
CCAR2,0.0273761987511,0.83898408559,0.216784507213,0.919593829997
CCDC124,-0.137693712895,0.447708662724,-0.840951396598,0.666816545513
CCDC159,-0.294387921645,0.0561674075255,-2.66380110029,0.192648958522
CCDC181,0.213792792016,0.0140082951674,4.17202029082,0.0886386952834
CCDC30,0.240391985029,0.108717061828,2.05785238651,0.296648042312
CCDC50,0.657068381658,0.00785170996821,4.93375949289,0.0629853018215
CCDC80,-0.0820665178372,0.152606570204,-1.76341973001,0.359593009727
CCDC87,0.480053883978,0.0590607364022,2.61577394014,0.198855873941
CCDC91,0.14341206415,0.307635518679,1.16811202657,0.539556680312
CCDC93,-0.124843204621,0.45166396007,-0.833056518026,0.668774989661
CCSER1,-0.401267829829,0.0210306579578,-3.68935292966,0.113087933634
CCT2,-0.134413057972,0.0355791669206,-3.1184708742,0.147127371942
CCT3,-0.164512243063,0.0663675171344,-2.50561159576,0.216025532491
CCT4,-0.255464397874,0.171711467067,-1.66267627382,0.382809330114
CCT5,-0.21577982659,0.00412509889591,-5.90147539517,0.0465818859938
CCT6A,-0.174918533419,0.0200938201948,-3.74155926818,0.109250844615
CCT7,-0.184257235038,0.332389575375,-1.10179349486,0.562274373657
CCT8,-0.108541447998,0.213658118623,-1.47728891005,0.433218395218
CD200R1L,0.146264953762,0.35385066073,1.04783853161,0.587616255601
CD276,0.0455749730714,0.765875557964,0.318736930006,0.879107932651
CD2AP,0.303776368755,0.228526722726,1.42038263902,0.451517131845
CD44,-0.177751771095,0.271768197166,-1.2736380302,0.502958208436
CD59,-0.419857680157,0.00195991941775,-7.211906603,0.0324987129702
CD9,-0.0332014472629,0.776740523058,-0.303358207315,0.885291217275
CDA,0.522730903844,0.002969577893,6.45257038582,0.0381128621074
CDC37,0.0887058828265,0.00772421533863,4.95670411163,0.0626472271663
CDC42,0.225074708793,0.27624668804,1.25976200373,0.507389376659
CDC5L,0.170549329063,0.015351410734,4.05978633154,0.093899462323
CDH1,0.026645510544,0.797537591506,0.274159942576,0.898530456125
CDH23,-0.107190716203,0.442600150871,-0.851231268984,0.665714161351
CDK5,0.108534717547,0.487653640301,0.763611355233,0.69637698829
CDK5RAP3,-0.048657384232,0.808067826728,-0.259486376089,0.904149062224
CDV3,-0.0320270916671,0.622181611876,-0.533139454233,0.797695831987
CEP290,-0.0974230916318,0.557276946072,-0.639514365192,0.751382545098
CFAP45,0.00923005014689,0.937592979606,0.0833296886579,0.972105271616
CFL1,-0.303221266662,0.0351130281259,-3.1321304493,0.146086767211
CFL2,0.0839883344853,0.381399655841,0.982684032437,0.613078352425
CHCHD2,0.501118722219,0.000386217982278,11.0142628633,0.0184756786152
CHCHD3,-0.152413200707,0.144246234025,-1.81179334071,0.348852506669
CHD3,-0.0262875238213,0.539730260803,-0.669688316468,0.740130474723
CHKB,-0.146414318933,0.241731806648,-1.37286235198,0.466065236899
CHM,-0.269179676167,0.0428099640692,-2.93009011587,0.167904097315
CHMP2A,-0.354994684051,0.612799271759,-0.548061025627,0.791115932737
CHMP4B,-0.158865652286,0.260632013129,-1.30912046422,0.489488241778
CHMP7,0.24863215088,0.396299419711,0.949130811536,0.62354506767
CHORDC1,-0.175442026361,0.0256104348504,-3.46884918939,0.124079598549
CIAPIN1,-0.0966349513789,0.280679950275,-1.24623664785,0.511213606705
CKAP4,0.0450509140518,0.833124714331,0.224837281056,0.916125154036
CLIC1,0.0533767106631,0.124198045542,1.94125575538,0.317083010183
CLIC4,0.124326882873,0.0707517726346,2.44596908982,0.223092060272
CLINT1,-0.249645932126,0.12152175145,-1.96023599742,0.311877501973
CLTA,0.112354370611,0.282270624,1.24143335034,0.512438585835
CLTB,-0.590614104878,0.000158037261349,-13.8390368679,0.0135642032478
CLTC,-0.0477620367115,0.713511103382,-0.39425185394,0.85415192362
CMBL,-0.493124887264,0.00656279664577,-5.18961135153,0.0598213674903
CMPK1,-0.00790720710949,0.926836854114,-0.0977449290798,0.968725875879
CMYA5,-0.0185633339132,0.824853840685,-0.236235149805,0.914566040881
CNBP,-0.0103502335997,0.966990885531,-0.0440299264824,0.98102461642
CNDP2,0.168814190456,0.0183159287094,3.84914663047,0.103139226168
CNN2,0.256416016751,0.00174083806305,7.4423853446,0.0319443784569
CNN3,0.320574552563,0.0107795513588,4.5052008542,0.0759678314961
CNOT1,0.0802572507561,0.119678392721,1.97357593274,0.308203437555
CNPY2,-0.0337295789991,0.689734811028,-0.42942334115,0.835399382177
CNTRL,0.00838310440639,0.906539572089,0.125019330469,0.958099418162
COL28A1,-0.0267537631328,0.722722677977,-0.380784249134,0.856781475321
COL4A2,-0.10503233348,0.768321170021,-0.315267436813,0.879107932651
COLGALT1,-0.0153980943575,0.831550269966,-0.227004149509,0.916125154036
COMMD8,0.116882113838,0.396015865761,0.9497592098,0.62354506767
COMMD9,0.0381634035383,0.810841670415,0.255632662537,0.904495115631
COMT,-0.0714775261739,0.604598032143,-0.561221309593,0.786835027647
COPA,-0.484510880306,0.21828893937,-1.45914931579,0.439964525266
COPB1,0.361082772,0.0123672176323,4.32820113314,0.0814128945478
COPB2,0.071450458461,0.325978970297,1.11852162195,0.55529102033
COPE,-0.0366254452297,0.549716779598,-0.65243277486,0.748638580888
COPG1,-0.181754468395,0.0375748648881,-3.06227789781,0.154684958572
COPS4,-0.0690195582205,0.612437841267,-0.548638666987,0.791115932737
COPS6,-0.111076854028,0.201127039226,-1.52844703305,0.414683277505
COPZ1,0.278614976023,0.177676511916,1.63362119213,0.388937196843
COQ6,0.136354611072,0.113293184131,2.02158351058,0.300206487914
CORO1B,-0.0989702758407,0.229564634796,-1.41654993862,0.452958177259
CORO1C,0.100867771521,0.0697641270868,2.45903036999,0.223092060272
COTL1,-0.0566152340835,0.629346245738,-0.521837640417,0.801590622409
COX17,-0.442396260776,0.00195686488949,-7.21489780563,0.0324987129702
COX4I1,-0.256716014528,0.0301233012193,-3.29325653446,0.134410353161
COX5A,-0.664423136631,0.00255040719131,-6.72217376738,0.0346666458967
COX6B1,-0.927199045986,0.00585170671998,-5.35862522735,0.0565151675325
COX7A2,-1.33879067956,0.000147585832144,-14.0819020702,0.0135642032478
CPNE1,-0.260969210163,0.00307311795286,-6.39314392464,0.0388908375414
CPNE3,0.0262769155534,0.928497704443,0.0955175151534,0.968725875879
CPSF6,-0.249442692252,0.40030699414,-0.940290000598,0.627161864885
CRABP2,-0.224442433287,0.11462135783,-2.01135748574,0.302540956148
CRISPLD1,0.397512022829,0.168120554864,1.68068075615,0.376220997774
CRK,0.124446291138,0.241922146129,1.37219635972,0.466065236899
CRKL,0.0857478003321,0.407643471498,0.924297628369,0.637141647431
CROCC,0.355235665709,0.133594108589,1.87797113784,0.329930010583
CRTAP,-0.103590724563,0.136021457366,-1.86240359403,0.333912206377
CRYAB,-1.87722926979,9.82332187069e-07,-49.6798382401,0.00144206365062
CRYBG3,0.323390725036,0.771629908508,0.310580806537,0.881519615323
CRYZ,-0.398269687253,0.00207315917283,-7.10490902812,0.0331433265891
CS,0.251020582695,0.588617509453,0.587195056616,0.779865075701
CSDE1,0.195646860998,0.028912217532,3.33715627132,0.132634797928
CSE1L,0.324189646417,0.0247632388995,3.50591438184,0.121813365909
CSNK2A1,-0.0371406250181,0.760931174347,-0.325765701547,0.879107932651
CSNK2B,-0.0687966735856,0.613276520065,-0.547298608793,0.791115932737
CSRP1,0.294163996492,0.0104443600058,4.54662482116,0.0744287402355
CSTB,-0.270317374681,0.0672601028694,-2.4931117181,0.21796430687
CSTF2,0.0114743000945,0.783569019541,0.293737807522,0.889620510972
CTH,1.10232709678,0.0122659384395,4.33865131076,0.0812656448988
CTNNA1,0.0723825047796,0.518211826089,0.707655837369,0.725200153193
CTNND1,-0.116898972788,0.723217671055,-0.380062931688,0.856781475321
CTPS1,-1.30974195029,0.00034831776514,-11.3101551881,0.0183032975094
CTSA,-0.273729760537,0.0232591397976,-3.57559115753,0.118983144805
CTSB,-0.23056675068,0.000592205984332,-9.86564558572,0.0212014559183
CTSD,0.237932355134,0.0345216617127,3.14976975382,0.144793712555
CTSZ,-0.365024730575,0.000202824308296,-12.9871657258,0.014887304229
CTTN,-0.0872714374578,0.0762732257615,-2.37657180469,0.232783982158
CUL2,-0.0905228674183,0.254275731263,-1.33003786494,0.480407687894
CYB5A,0.608080447192,0.000501253939113,10.2996014987,0.0210240223605
CYCS,-0.188658472135,0.197209291266,-1.54510990528,0.408902880761
CYP39A1,-0.0292456285094,0.684651359546,-0.437024552219,0.830634872573
CYR61,0.200130678394,0.106353044337,2.0772531621,0.294023105623
CYTH4,-0.255910555799,0.449684305606,-0.837001024339,0.667253226524
DAB1,0.100009236536,0.189581275784,1.57855044637,0.402407464807
DAB2,0.0322362623725,0.306019248409,1.1726117625,0.538719513057
DARS,-0.199336321494,0.119336050224,-1.97607805835,0.308203437555
DBI,0.0919472963599,0.378319516863,0.989760639483,0.610300055775
DBN1,-0.114301792346,0.0100579219365,-4.59642988201,0.0730942049646
DBNL,-0.193108710219,0.0488426714673,-2.79937474113,0.178805590309
DCTD,-0.367561426173,0.0566917876552,-2.65488840306,0.193543126227
DCTN2,0.242428143154,0.69344980315,0.423887084831,0.835783506588
DDAH1,0.536434523172,0.499389801555,0.741819517068,0.708998286927
DDB1,-0.0024820592399,0.971933579507,-0.0374328173595,0.983998961873
DDOST,-0.0208722228558,0.921957799216,-0.104291920519,0.965815265921
DDRGK1,0.23411709406,0.434747246918,0.867221995856,0.660671799664
DDT,-0.308979852145,0.0116944538368,-4.39964107268,0.0794789732982
DDX1,-0.125295141149,0.391560620718,-0.959683365671,0.619408395705
DDX17,-0.00479555817253,0.964501342792,-0.047353651666,0.979853267279
DDX18,0.0586486333916,0.670965440406,0.457641275817,0.823559587387
DDX21,-0.34025567564,0.176692652189,-1.63834272786,0.38888277873
DDX39B,-0.10887496338,0.16264103308,-1.70894787409,0.369021694839
DDX3X,-0.00625414379013,0.942094276473,-0.0773037216054,0.973066881066
DDX5,-0.141539584594,0.219629333901,-1.45397113177,0.440584977492
DDX60L,-0.0998542813491,0.639869617412,-0.505377364042,0.803968042616
DEPDC1,-0.159706923006,0.174581895765,-1.64856538585,0.387627307122
DHX15,-0.0292593326097,0.765014905414,-0.31995901474,0.879107932651
DHX29,-0.0142856281471,0.94945285478,-0.0674600759579,0.976048172841
DHX33,0.184394113233,0.325909895875,1.11870349647,0.55529102033
DHX9,-0.0218333713622,0.903799163983,-0.128710076401,0.956077564164
DIABLO,-0.0848922567481,0.650632295006,-0.488707527619,0.807378029644
DKC1,0.275418072834,0.539748399338,0.669656772558,0.740130474723
DLD,-0.0963542692044,0.84287100218,-0.211452163786,0.921266698461
DLST,-0.0859831070755,0.623917783957,-0.530393489808,0.798252528942
DMC1,-0.194470858172,0.0708180518303,-2.44510000562,0.223092060272
DMXL2,-0.687502294672,0.117930834362,-1.98643133149,0.306954724901
DNAH10,-0.319423575069,0.00191669890719,-7.25477552835,0.0324987129702
DNAH11,-0.12915219336,0.31482367342,-1.14836226081,0.546289778464
DNAJA1,0.057270652829,0.746128762029,0.346927865667,0.8720676932
DNAJA2,-0.0847702664425,0.210928613688,-1.48816777727,0.42886870484
DNAJA4,-0.187178395899,0.0237240432283,-3.55349487984,0.120029529669
DNAJB1,0.235373937361,0.063399361073,2.54860196524,0.209565720778
DNAJB11,-0.00595322790944,0.945241059332,-0.0730931628517,0.973081258836
DNAJC7,-0.28581518708,0.0627578511832,-2.55819625947,0.208908221172
DNAJC8,-0.145964772552,0.126398009384,-1.92598382769,0.320470255227
DNM1L,-0.357283695834,0.150773281827,-1.77378135831,0.357369008967
DNPH1,-0.5335242762,0.000417248866737,-10.797682639,0.0191412917615
DPY19L3,-0.450540417766,0.0136940687796,-4.2001580866,0.0877855588141
DPY30,0.0417321713896,0.531573312779,0.683950577069,0.736874053975
DPYSL2,0.122928147355,0.533257585515,0.680992962687,0.737799618024
DPYSL3,-0.582167354305,0.00146141066447,-7.79455558906,0.0286046780726
DRAP1,0.0309875836953,0.856897940533,0.192269290643,0.928724290521
DSG2,0.09892877436,0.166066140567,1.69116373381,0.372760083107
DSP,0.392270462196,0.00509511792252,5.56849613275,0.0526734726074
DSTN,0.0397948626403,0.91877608973,0.10856430015,0.964178527023
DUSP12,-0.207891503492,0.00746220195042,-5.00533977895,0.0615422048496
DUSP3,-0.141457435221,0.108327036576,-2.06102098932,0.296134245239
DUT,0.000130690381259,0.999198588974,0.00106854828913,0.999198588974
DYNC1I2,0.274776753102,0.128002132713,1.91502900567,0.322310687517
DYNC1LI1,0.0380754917754,0.832045503157,0.226322431204,0.916125154036
DYNC1LI2,1.00455435603,0.171846967674,1.66200463037,0.382809330114
DYNLL1,0.0869075430318,0.183154617449,1.60781928063,0.394238971283
EBNA1BP2,-0.291135932067,0.0460090778083,-2.85828481875,0.174525390756
ECH1,-0.0638254377975,0.562033333352,-0.631448620542,0.755553968278
ECHS1,0.340455021316,0.0293083497806,3.3225614102,0.133616948689
ECI1,-0.395781034033,0.00448556018869,-5.76748989433,0.0496174223924
ECI2,0.904003172334,0.00933628965981,4.69596771719,0.0699269041868
EDF1,0.122461001531,0.271297633907,1.2751087344,0.502958208436
EEA1,0.0483920561797,0.599502007968,0.569455704116,0.783676712108
EEF1A1,-1.24137842958,0.339092772131,-1.08461239989,0.569040058562
EEF1A2,-0.189543963051,0.395371986123,-0.951187566481,0.623422207979
EEF1B2,-0.116087767242,0.471640094055,-0.794000218143,0.685512532745
EEF1D,0.030999551521,0.461002084526,0.814633276337,0.672046732953
